Protein ID,Accession,Avg. Mass,Description,0 hr Protein Abundance,0.5 hr Protein Abundance,1 hr Protein Abundance,2 hr Protein Abundance,3 hr Protein Abundance,4 hr Protein Abundance,5 hr Protein Abundance,6 hr Protein Abundance,9 hr Protein Abundance,12 hr Protein Abundance,24 hr Protein Abundance,Cellular processes,Protein functions,Reactome pathways
9335,Q91V09|WDR13_MOUSE,53664,WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1,4039000,13370000,1660000,7590000,5010000,6130000,6000000,57390000,10690000,0,6907700,['negative regulation of type B pancreatic cell proliferation'],['promoter-specific chromatin binding'],[]
12120,Q8C854|MYEF2_MOUSE,63295,Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1,6290000,10480000,6884000,5550000,4983000,3530000,4640000,67000000,3610000,5950000,3460000,"['negative regulation of transcription by RNA polymerase II', 'regulation of mRNA stability involved in response to oxidative stress']","['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'mRNA binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'single-stranded DNA binding']",[]
11042,Q8BTI9|PK3CB_MOUSE,121711,Phosphatidylinositol 4 5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Mus musculus GN=Pik3cb PE=1 SV=2,4560000,3054000,17037000,3734000,4655000,734000,5859000,129400000,7636000,10131000,7572000,"['angiogenesis involved in wound healing', 'autophagy', 'cell migration', 'cellular calcium ion homeostasis', 'embryonic cleavage', 'endocytosis', 'endothelial cell proliferation', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'phosphatidylinositol 3-kinase signaling', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol-mediated signaling', 'phosphorylation', 'platelet activation', 'positive regulation of gene expression', 'positive regulation of neutrophil apoptotic process', 'protein phosphorylation', 'regulation of cell-matrix adhesion', 'response to wounding']","['1-phosphatidylinositol-3-kinase activity', '1-phosphatidylinositol-4-phosphate 3-kinase activity', 'ATP binding', 'insulin receptor substrate binding', 'kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity']","['PI3K Cascade', 'IRS-mediated signalling', 'GPVI-mediated activation cascade', 'PIP3 activates AKT signaling', 'Synthesis of PIPs at the plasma membrane', 'Downstream signal transduction', 'PI3K/AKT activation', 'Downstream TCR signaling', 'Role of phospholipids in phagocytosis', 'Tie2 Signaling', 'DAP12 signaling', 'Role of LAT2/NTAL/LAB on calcium mobilization', 'VEGFA-VEGFR2 Pathway', 'Interleukin-3, Interleukin-5 and GM-CSF signaling', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'RET signaling', 'Erythropoietin activates Phosphoinositide-3-kinase (PI3K)', 'Interleukin receptor SHC signaling', 'Regulation of signaling by CBL']"
12208,P83887|TBG1_MOUSE,51101,Tubulin gamma-1 chain OS=Mus musculus GN=Tubg1 PE=1 SV=1,14400000,10400000,16019000,15990000,22550000,22230000,22490000,143700000,17400000,16600000,13300000,"['cytoplasmic microtubule organization', 'meiotic spindle organization', 'microtubule cytoskeleton organization', 'microtubule nucleation', 'microtubule-based process', 'mitotic cell cycle', 'mitotic sister chromatid segregation', 'mitotic spindle organization', 'regulation of mitotic nuclear division']","['GTP binding', 'GTPase activity', 'identical protein binding', 'structural constituent of cytoskeleton']","['Regulation of PLK1 Activity at G2/M Transition', 'Loss of Nlp from mitotic centrosomes', 'Recruitment of mitotic centrosome proteins and complexes', 'Loss of proteins required for interphase microtubule organization from the centrosome', 'Recruitment of NuMA to mitotic centrosomes', 'Anchoring of the basal body to the plasma membrane', 'AURKA Activation by TPX2']"
11790,Q9D7M1|GID8_MOUSE,26779,Glucose-induced degradation protein 8 homolog OS=Mus musculus GN=Gid8 PE=1 SV=1,4180000,24643000,14381000,15260000,3890000,4540000,11710000,193100000,16250000,14680000,12788000,"['positive regulation of canonical Wnt signaling pathway', 'positive regulation of cell population proliferation', 'Wnt signaling pathway']",['protein homodimerization activity'],[]
11603,Q8C0E2|VP26B_MOUSE,39125,Vacuolar protein sorting-associated protein 26B OS=Mus musculus GN=Vps26b PE=1 SV=1,1603500,5347000,5553000,2910000,6330000,6080000,7030000,42412000,5200000,5957000,5120000,"['cellular response to interferon-gamma', 'intracellular protein transport', 'retrograde transport, endosome to Golgi']",['protein transporter activity'],[]
11038,Q8BUL6|PKHA1_MOUSE,43371,Pleckstrin homology domain-containing family A member 1 OS=Mus musculus GN=Plekha1 PE=1 SV=1,4810000,0,5329000,1260000,2245000,1690000,371000,87700000,0,0,521000,"['androgen metabolic process', 'B cell receptor signaling pathway', 'cellular response to hydrogen peroxide', 'establishment of protein localization', 'estrogen metabolic process', 'face morphogenesis', 'female gonad development', 'Leydig cell differentiation', 'luteinization', 'multicellular organism growth', 'negative regulation of protein kinase B signaling', 'phosphatidylinositol 3-kinase signaling', 'platelet-derived growth factor receptor signaling pathway', 'post-embryonic development', 'roof of mouth development', 'ruffle organization', 'skeletal system morphogenesis', 'spermatogenesis']","['PDZ domain binding', 'phosphatidylinositol-3,4-bisphosphate binding']",['Synthesis of PIPs at the plasma membrane']
15288,Q8K1L5|PP1RB_MOUSE,14544,Protein phosphatase 1 regulatory subunit 11 OS=Mus musculus GN=Ppp1r11 PE=1 SV=1,33000000,21500000,35300000,42000000,22100000,30900000,13400000,394000000,24700000,31100000,34800000,"['defense response to Gram-positive bacterium', 'negative regulation of cytokine secretion', 'negative regulation of phosphoprotein phosphatase activity', 'negative regulation of protein dephosphorylation', 'ubiquitin-dependent protein catabolic process']","['protein phosphatase 1 binding', 'protein phosphatase inhibitor activity', 'protein serine/threonine phosphatase inhibitor activity', 'ubiquitin protein ligase activity']",[]
11680,Q3TAA7|S11IP_MOUSE,118005,Serine/threonine-protein kinase 11-interacting protein OS=Mus musculus GN=Stk11ip PE=1 SV=1,2578000,620000,2353000,5378000,709000,0,0,15820000,1381000,1420000,3634000,['protein localization'],['protein kinase binding'],['Neutrophil degranulation']
12322,Q8K039|K1143_MOUSE,17479,Uncharacterized protein KIAA1143 homolog OS=Mus musculus PE=1 SV=1,4268000,7720000,701000,4100000,6720000,6090000,55830000,34480000,55210000,72008000,12190000,[],[],[]
9419,Q80YE7|DAPK1_MOUSE,161441,Death-associated protein kinase 1 OS=Mus musculus GN=Dapk1 PE=1 SV=3,0,12010000,12281000,11929000,7771000,3870000,3859000,79500000,8550000,17520000,7260000,"['apoptotic process', 'apoptotic signaling pathway', 'cellular response to hydroperoxide', 'cellular response to interferon-gamma', 'extrinsic apoptotic signaling pathway via death domain receptors', 'intracellular signal transduction', 'negative regulation of apoptotic process', 'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'negative regulation of translation', 'positive regulation of autophagy', 'positive regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'protein autophosphorylation', 'protein phosphorylation', 'regulation of NMDA receptor activity']","['ATP binding', 'calmodulin binding', 'calmodulin-dependent protein kinase activity', 'GTP binding', 'identical protein binding', 'protein kinase activity', 'protein serine/threonine kinase activity', 'syntaxin-1 binding']",[]
10092,Q921N6|DDX27_MOUSE,85939,Probable ATP-dependent RNA helicase DDX27 OS=Mus musculus GN=Ddx27 PE=1 SV=3,4920000,9461000,4570000,2170000,4341000,7150000,6520000,53810000,4200000,12583000,1543000,['rRNA processing'],"['ATP binding', 'helicase activity', 'nucleic acid binding']",[]
9688,Q148V7|K1468_MOUSE,134586,LisH domain and HEAT repeat-containing protein KIAA1468 OS=Mus musculus GN=Kiaa1468 PE=1 SV=1,920000,211000,3647000,3817000,4474000,657000,254000,59200000,0,0,520000,['intracellular cholesterol transport'],[],[]
15213,Q8BQ47|CNPY4_MOUSE,28094,Protein canopy homolog 4 OS=Mus musculus GN=Cnpy4 PE=1 SV=1,28820000,45290000,56800000,40000000,43690000,49300000,22700000,437600000,32710000,26400000,18700000,"['positive regulation of protein localization to plasma membrane', 'regulation of protein localization']",['signaling receptor binding'],[]
13560,Q9CQX2|CYB5B_MOUSE,16318,Cytochrome b5 type B OS=Mus musculus GN=Cyb5b PE=1 SV=1,2523000,9370000,7720000,0,0,7410000,0,6220000,0,2190000,0,['oxidation-reduction process'],"['enzyme activator activity', 'heme binding', 'metal ion binding']",['Phase I - Functionalization of compounds']
11892,P61963|DCAF7_MOUSE,38926,DDB1- and CUL4-associated factor 7 OS=Mus musculus GN=Dcaf7 PE=1 SV=1,20317000,2970000,14320000,11960000,2100000,3310000,14450000,293800000,14850000,23230000,15540000,"['multicellular organism development', 'protein ubiquitination']",[],['Neddylation']
8923,Q80XR2|AT2C1_MOUSE,100299,Calcium-transporting ATPase type 2C member 1 OS=Mus musculus GN=Atp2c1 PE=1 SV=2,7021000,14890000,2654000,4144400,4342000,2564000,5540000,54100000,5090000,6190000,5180000,"['actin cytoskeleton reorganization', 'calcium ion transmembrane transport', 'calcium ion transport', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules', 'cellular calcium ion homeostasis', 'cellular manganese ion homeostasis', 'epidermis development', 'Golgi calcium ion homeostasis', 'Golgi calcium ion transport', 'manganese ion transport', 'positive regulation of I-kappaB kinase/NF-kappaB signaling']","['ATP binding', 'calcium ion binding', 'calcium-transporting ATPase activity', 'manganese ion binding', 'manganese-transporting ATPase activity', 'proton-exporting ATPase activity, phosphorylative mechanism']",['Ion transport by P-type ATPases']
11242,Q99NB8|UBQL4_MOUSE,63506,Ubiquilin-4 OS=Mus musculus GN=Ubqln4 PE=1 SV=1,8260000,2380000,9660000,10310000,2180000,12059000,12110000,30300000,11510000,10320000,7290000,"['autophagy', 'negative regulation of autophagosome maturation', 'regulation of proteasomal ubiquitin-dependent protein catabolic process']","['identical protein binding', 'polyubiquitin modification-dependent protein binding']",[]
9799,Q8BH65|DEN6A_MOUSE,68967,Protein DENND6A OS=Mus musculus GN=Dennd6a PE=1 SV=1,3853000,8197000,9916000,6290000,4682000,3440000,1582000,100380000,2279600,4410000,3520000,['positive regulation of cell-cell adhesion mediated by cadherin'],['Rab guanyl-nucleotide exchange factor activity'],['RAB GEFs exchange GTP for GDP on RABs']
11218,Q8VBW6|ULA1_MOUSE,60274,NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus GN=Nae1 PE=1 SV=1,29380000,9500000,43520000,26760000,29980000,32340000,27614000,213200000,43600000,34420000,46760000,"['mitotic DNA replication checkpoint', 'neuron apoptotic process', 'protein modification by small protein conjugation', 'protein neddylation', 'regulation of apoptotic process', 'regulation of neuron apoptotic process']","['NEDD8 activating enzyme activity', 'protein heterodimerization activity', 'ubiquitin protein ligase binding']",['Neddylation']
15984,Q9Z2H6|CLC4D_MOUSE,25619,C-type lectin domain family 4 member D OS=Mus musculus GN=Clec4d PE=2 SV=1,9368000,7759000,7880000,7699000,7790000,7250000,10270000,96830000,8770000,8950000,8080000,"['adaptive immune response', 'defense response to bacterium', 'Fc-gamma receptor signaling pathway', 'innate immune response', 'positive regulation of myeloid dendritic cell activation', 'T cell differentiation involved in immune response']","['carbohydrate binding', 'immunoglobulin receptor binding', 'metal ion binding']",['Neutrophil degranulation']
9730,Q9CQP3|CHCH5_MOUSE,12326,Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Mus musculus GN=Chchd5 PE=1 SV=1,10484000,20542000,14804000,10750000,11660000,2938000,6800000,38600000,6740000,11020000,5090000,[],[],[]
12926,Q9D6Y7|MSRA_MOUSE,25988,Mitochondrial peptide methionine sulfoxide reductase OS=Mus musculus GN=Msra PE=1 SV=1,16380000,12100000,12310000,6987000,15464000,24300000,12400000,162900000,23300000,12000000,17920000,"['aging', 'cellular response to oxidative stress']","['L-methionine-(S)-S-oxide reductase activity', 'peptide-methionine (S)-S-oxide reductase activity']",['Protein repair']
9966,Q9CQV7|TIM14_MOUSE,12437,Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus GN=Dnajc19 PE=1 SV=3,12087000,7592000,7975000,16560000,9400000,8410000,13650000,108290000,2420000,0,11690000,"['genitalia development', 'protein import into mitochondrial matrix', 'visual perception']",['ATPase activator activity'],[]
11581,Q91VN4|MIC25_MOUSE,29852,MICOS complex subunit Mic25 OS=Mus musculus GN=Chchd6 PE=1 SV=2,14200000,17950000,16210000,18160000,7420000,7210000,13000000,30710000,20930000,24600000,20230000,"['cellular response to DNA damage stimulus', 'cristae formation']",[],[]
13395,Q8WTY4|CPIN1_MOUSE,33429,Anamorsin OS=Mus musculus GN=Ciapin1 PE=1 SV=1,0,8419000,3450000,0,5303000,5033000,775000,177860000,29680000,29280000,21476000,"['apoptotic process', 'hemopoiesis', 'iron-sulfur cluster assembly', 'negative regulation of apoptotic process']","['2 iron, 2 sulfur cluster binding', '4 iron, 4 sulfur cluster binding', 'electron transfer activity', 'metal ion binding', 'methyltransferase activity']",[]
8368,Q9CSH3|RRP44_MOUSE,108837,Exosome complex exonuclease RRP44 OS=Mus musculus GN=Dis3 PE=1 SV=4,6750000,12743000,12759000,2750000,9017000,20200000,8680000,110590000,4750000,4110000,41790000,"['CUT catabolic process', 'RNA catabolic process', 'rRNA catabolic process', 'rRNA processing']","[""3'-5'-exoribonuclease activity"", 'endonuclease activity', 'guanyl-nucleotide exchange factor activity', 'RNA binding']","[""mRNA decay by 3' to 5' exoribonuclease"", 'Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA', 'KSRP (KHSRP) binds and destabilizes mRNA']"
8854,O08663|MAP2_MOUSE,52922,Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1,6540000,5870000,8470000,4200000,5840000,4420000,4590000,75300000,7320000,13950000,10180000,"['N-terminal protein amino acid modification', 'peptidyl-methionine modification', 'protein initiator methionine removal', 'protein processing']","['aminopeptidase activity', 'metal ion binding', 'metalloaminopeptidase activity', 'metalloexopeptidase activity']","['Inactivation, recovery and regulation of the phototransduction cascade']"
7014,Q69ZZ6|TMCC1_MOUSE,71642,Transmembrane and coiled-coil domains protein 1 OS=Mus musculus GN=Tmcc1 PE=1 SV=2,0,4142000,64900,3080000,1360000,905000,924000,43500000,7231000,7221000,2356000,"['endoplasmic reticulum organization', 'endosomal transport', 'endosome fission', 'endosome membrane tubulation', 'membrane fission', 'protein heterooligomerization', 'protein homooligomerization']","['protein heterodimerization activity', 'protein homodimerization activity']",[]
8402,Q9D7N9|APMAP_MOUSE,46434,Adipocyte plasma membrane-associated protein OS=Mus musculus GN=Apmap PE=1 SV=1,17305000,29437000,31187000,15690000,8835000,26414000,18355000,404800000,26305000,17884000,16274000,['biosynthetic process'],"['arylesterase activity', 'strictosidine synthase activity']",[]
9299,Q8CE50|SNX30_MOUSE,49520,Sorting nexin-30 OS=Mus musculus GN=Snx30 PE=1 SV=1,2780000,6287600,14564000,8720000,6790000,8870000,9870000,107600000,9030000,3654000,772000,['protein transport'],['phosphatidylinositol binding'],[]
16109,Q61735|CD47_MOUSE,33098,Leukocyte surface antigen CD47 OS=Mus musculus GN=Cd47 PE=1 SV=2,25657000,43108000,39120000,18280000,40790000,19260000,42170000,211600000,41810000,51994000,48684000,"['cell migration', 'cellular response to interferon-gamma', 'cellular response to interleukin-1', 'cellular response to interleukin-12', 'monocyte extravasation', 'negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis', 'opsonization', 'positive regulation of cell population proliferation', 'positive regulation of cell-cell adhesion', 'positive regulation of inflammatory response', 'positive regulation of phagocytosis', 'positive regulation of stress fiber assembly', 'positive regulation of T cell activation', 'regulation of interferon-gamma production', 'regulation of interleukin-10 production', 'regulation of interleukin-12 production', 'regulation of interleukin-6 production', 'regulation of nitric oxide biosynthetic process', 'regulation of tumor necrosis factor production', 'response to bacterium']","['cell-cell adhesion mediator activity', 'protein binding involved in heterotypic cell-cell adhesion', 'thrombospondin receptor activity']","['Cell surface interactions at the vascular wall', 'Integrin cell surface interactions', 'Signal regulatory protein family interactions', 'Neutrophil degranulation']"
12636,Q9D1I6|RM14_MOUSE,15874,39S ribosomal protein L14  mitochondrial OS=Mus musculus GN=Mrpl14 PE=1 SV=1,32370000,44590000,29740000,30730000,40090000,45522000,48839000,405080000,48583000,47507000,43937000,['translation'],['structural constituent of ribosome'],"['Mitochondrial translation elongation', 'Mitochondrial translation termination']"
10242,P97452|BOP1_MOUSE,82546,Ribosome biogenesis protein BOP1 OS=Mus musculus GN=Bop1 PE=1 SV=1,12426000,13996000,21830000,18392000,26370000,20980000,25010000,154900000,10520000,12891000,18880000,"['cell population proliferation', 'cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'regulation of cell cycle', 'regulation of signal transduction by p53 class mediator', 'ribosomal large subunit assembly', 'ribosomal large subunit biogenesis', 'rRNA processing']",['ribonucleoprotein complex binding'],['Major pathway of rRNA processing in the nucleolus and cytosol']
8138,Q3UJU9|RMD3_MOUSE,52029,Regulator of microtubule dynamics protein 3 OS=Mus musculus GN=Rmdn3 PE=1 SV=2,2210000,3870000,2970000,3440000,8107000,8997000,0,60100000,0,0,0,"['apoptotic process', 'cell differentiation', 'cellular calcium ion homeostasis']",[],[]
12668,Q923D4|SF3B5_MOUSE,10119,Splicing factor 3B subunit 5 OS=Mus musculus GN=Sf3b5 PE=1 SV=1,150570000,93120000,116740000,108310000,94620000,106920000,152950000,1556800000,119400000,131910000,88570000,"['mRNA splicing, via spliceosome']",['RNA binding'],"['mRNA Splicing - Major Pathway', 'mRNA Splicing - Minor Pathway']"
8362,Q99N89|RM43_MOUSE,20203,39S ribosomal protein L43  mitochondrial OS=Mus musculus GN=Mrpl43 PE=1 SV=1,6931000,8240000,11390000,13810000,14310000,13830000,7570000,189180000,10938000,17190000,2680000,"['mitochondrial translation', 'translation']",['structural constituent of ribosome'],[]
7601,Q3URD3|SLMAP_MOUSE,96933,Sarcolemmal membrane-associated protein OS=Mus musculus GN=Slmap PE=1 SV=2,2578000,4877000,6380000,0,311000,707000,737000,29650000,138000,0,3755000,"['muscle contraction', 'protein localization to plasma membrane', 'regulation of membrane depolarization during cardiac muscle cell action potential', 'regulation of sodium ion transmembrane transport', 'regulation of voltage-gated sodium channel activity']",['Rho GTPase binding'],[]
10083,Q9ESL4|MLTK_MOUSE,91720,Mitogen-activated protein kinase kinase kinase MLT OS=Mus musculus GN=Zak PE=1 SV=1,1736000,8201000,1792000,3139000,3300000,4710000,1961000,84860000,1446000,687000,1480000,"['activation of JUN kinase activity', 'cell cycle arrest', 'cellular response to gamma radiation', 'cytoskeleton organization', 'DNA damage checkpoint', 'embryonic digit morphogenesis', 'intracellular signal transduction', 'limb development', 'MAPK cascade', 'mitotic cell cycle checkpoint', 'positive regulation of apoptotic process', 'protein phosphorylation', 'stress-activated MAPK cascade']","['ATP binding', 'magnesium ion binding', 'MAP kinase kinase kinase activity', 'protein serine/threonine kinase activity']",[]
13033,Q3V4B5|COMD6_MOUSE,9795,COMM domain-containing protein 6 OS=Mus musculus GN=Commd6 PE=1 SV=1,25010000,32697000,34200000,28160000,33018000,35600000,34570000,277590000,35080000,24350000,14100000,['negative regulation of NF-kappaB transcription factor activity'],['NF-kappaB binding'],['Neddylation']
18174,Q8R0X2|CACL1_MOUSE,42106,CDK2-associated and cullin domain-containing protein 1 OS=Mus musculus GN=Cacul1 PE=2 SV=1,3340000,2649000,2280000,0,1610000,3960000,2130000,18000000,2240000,2610000,2020000,"['G1/S transition of mitotic cell cycle', 'positive regulation of cell population proliferation', 'positive regulation of protein kinase activity', 'ubiquitin-dependent protein catabolic process']","['protein kinase binding', 'ubiquitin protein ligase binding']",[]
10823,Q9DC11|PXDC2_MOUSE,59616,Plexin domain-containing protein 2 OS=Mus musculus GN=Plxdc2 PE=1 SV=1,6690000,17200000,26294000,24280000,27000000,29795000,13050000,143200000,0,1750000,0,[],[],[]
13179,Q9D8U6|MCEM1_MOUSE,20649,Mast cell-expressed membrane protein 1 OS=Mus musculus GN=Mcemp1 PE=2 SV=1,11030000,6660000,11350000,17690000,17590000,30610000,5370000,152600000,17170000,12470000,4990000,[],[],[]
9771,Q03267|IKZF1_MOUSE,57336,DNA-binding protein Ikaros OS=Mus musculus GN=Ikzf1 PE=1 SV=2,0,3523000,4330000,2800000,0,6800000,886000,35600000,0,0,1190000,"['amacrine cell differentiation', 'B cell differentiation', 'cell cycle', 'chromatin organization', 'erythrocyte differentiation', 'establishment of protein localization', 'forebrain development', 'gland development', 'hemopoiesis', 'lymph node development', 'lymphocyte differentiation', 'natural killer cell differentiation', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of transcription, DNA-templated', ""Peyer's patch development"", 'positive regulation of B cell differentiation', 'positive regulation of gene expression', 'positive regulation of multicellular organism growth', 'positive regulation of neutrophil differentiation', 'positive regulation of NK T cell differentiation', 'positive regulation of RNA polymerase II transcriptional preinitiation complex assembly', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of transcription elongation from RNA polymerase II promoter', 'positive regulation of transcription, DNA-templated', 'protein heterooligomerization', 'regulation of transcription by RNA polymerase II', 'regulation of transcription, DNA-templated', 'retina development in camera-type eye', 'retinal bipolar neuron differentiation', 'T cell differentiation', 'thymus development']","['DNA binding', 'DNA-binding transcription factor activity', 'metal ion binding', 'poly-pyrimidine tract binding', 'protein domain specific binding', 'protein heterodimerization activity', 'RNA polymerase II distal enhancer sequence-specific DNA binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'sequence-specific DNA binding', 'transcription regulatory region DNA binding']",[]
12813,Q9R0Q8|CLC4E_MOUSE,24431,C-type lectin domain family 4 member E OS=Mus musculus GN=Clec4e PE=1 SV=1,12660000,5676000,21816000,6380000,15290000,17880000,20300000,178200000,23900000,22510000,8182000,"['defense response to bacterium', 'Fc-gamma receptor signaling pathway', 'immune response', 'innate immune response', 'positive regulation of cytokine secretion', 'T cell differentiation involved in immune response']","['carbohydrate binding', 'metal ion binding', 'signaling receptor activity']",[]
54351,Q91Z38|TTC1_MOUSE,33263,Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1,3483000,17800000,20510000,535100,20044000,16270000,27700000,253690000,33870000,14070000,26410000,[],[],[]
9768,Q99J62|RFC4_MOUSE,39867,Replication factor C subunit 4 OS=Mus musculus GN=Rfc4 PE=1 SV=1,11432000,18280000,11540000,9590000,5370000,2080000,9950000,100050000,14780000,12170000,405000,"['DNA-dependent DNA replication', 'positive regulation of DNA-directed DNA polymerase activity']","['ATP binding', 'DNA clamp loader activity', 'enzyme binding', 'single-stranded DNA-dependent ATPase activity']","['Translesion synthesis by REV1', 'Recognition of DNA damage by PCNA-containing replication complex', 'Translesion Synthesis by POLH', 'Polymerase switching on the C-strand of the telomere', 'Activation of ATR in response to replication stress', 'PCNA-Dependent Long Patch Base Excision Repair', 'Translesion synthesis by POLK', 'Translesion synthesis by POLI', 'Termination of translesion DNA synthesis', 'HDR through Single Strand Annealing (SSA)', 'HDR through Homologous Recombination (HRR)', 'Processing of DNA double-strand break ends', 'Presynaptic phase of homologous DNA pairing and strand exchange', 'Gap-filling DNA repair synthesis and ligation in GG-NER', 'Dual Incision in GG-NER', 'Dual incision in TC-NER', 'Gap-filling DNA repair synthesis and ligation in TC-NER', 'Polymerase switching']"
15832,Q9CQ54|NDUC2_MOUSE,14164,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus GN=Ndufc2 PE=1 SV=1,32700000,31780000,47900000,33900000,13500000,21600000,58000000,492000000,37000000,63500000,41400000,"['mitochondrial electron transport, NADH to ubiquinone', 'mitochondrial respiratory chain complex I assembly', 'negative regulation of necrotic cell death', 'negative regulation of NIK/NF-kappaB signaling', 'negative regulation of reactive oxygen species biosynthetic process', 'positive regulation of ATP biosynthetic process', 'positive regulation of mitochondrial membrane potential', 'regulation of inflammatory response']",['NADH dehydrogenase (ubiquinone) activity'],"['Respiratory electron transport', 'Neutrophil degranulation', 'Complex I biogenesis']"
10234,Q9JJL8|SYSM_MOUSE,58317,Serine--tRNA ligase  mitochondrial OS=Mus musculus GN=Sars2 PE=1 SV=2,2450000,3130000,2240000,2370000,0,0,943000,35040000,3990000,0,5770000,"['selenocysteinyl-tRNA(Sec) biosynthetic process', 'seryl-tRNA aminoacylation']","['ATP binding', 'serine-tRNA ligase activity']",[]
11644,Q8BJZ4|RT35_MOUSE,35975,28S ribosomal protein S35  mitochondrial OS=Mus musculus GN=Mrps35 PE=1 SV=2,7635000,10240000,7100000,4180000,701000,3770000,1350000,56400000,36140000,12340000,2537000,['mitochondrial translation'],['structural constituent of ribosome'],[]
15437,P37217|CD69_MOUSE,22517,Early activation antigen CD69 OS=Mus musculus GN=Cd69 PE=2 SV=1,3116000,1340000,2239000,0,1410000,3790000,1110000,27090000,1000000,843000,672000,['cellular response to drug'],"['calcium ion binding', 'carbohydrate binding', 'protein homodimerization activity']",[]
13112,Q9CXE7|TMED5_MOUSE,26172,Transmembrane emp24 domain-containing protein 5 OS=Mus musculus GN=Tmed5 PE=1 SV=1,34330000,31300000,41240000,29847000,29587000,29635000,32200000,484900000,36582000,38000000,10380000,"['endoplasmic reticulum to Golgi vesicle-mediated transport', 'Golgi organization', 'Golgi ribbon formation', 'intracellular protein transport']",[],['WNT ligand biogenesis and trafficking']
15029,Q8BW00|PTH_MOUSE,22161,Probable peptidyl-tRNA hydrolase OS=Mus musculus GN=Ptrh1 PE=2 SV=1,1640000,2900000,2700000,2650000,1440000,3020000,0,18500000,0,0,0,[],['aminoacyl-tRNA hydrolase activity'],[]
14892,Q6A098|SBP2L_MOUSE,119641,Selenocysteine insertion sequence-binding protein 2-like OS=Mus musculus GN=Secisbp2l PE=1 SV=2,1765000,1490000,1150000,315000,0,817000,0,18080000,4220000,2850000,4889000,['selenocysteine incorporation'],"[""mRNA 3'-UTR binding"", 'ribonucleoprotein complex binding', 'selenocysteine insertion sequence binding']",[]
8551,Q80U72|SCRIB_MOUSE,174058,Protein scribble homolog OS=Mus musculus GN=Scrib PE=1 SV=2,0,0,1310000,0,0,48800,0,705000,0,0,0,"['activation of GTPase activity', 'apoptotic process involved in morphogenesis', 'astrocyte cell migration', 'auditory receptor cell morphogenesis', 'auditory receptor cell stereocilium organization', 'camera-type eye morphogenesis', 'cell migration', 'cell population proliferation', 'cell-cell adhesion', 'cochlear nucleus development', 'epithelial cell morphogenesis', 'establishment of apical/basal cell polarity', 'establishment or maintenance of epithelial cell apical/basal polarity', 'mammary gland duct morphogenesis', 'morphogenesis of embryonic epithelium', 'negative regulation of mitotic cell cycle', 'neural tube closure', 'neurotransmitter receptor transport postsynaptic membrane to endosome', 'neurotransmitter receptor transport, endosome to postsynaptic membrane', 'positive chemotaxis', 'positive regulation of apoptotic process', 'positive regulation of receptor recycling', 'protein localization', 'protein localization to adherens junction', 'receptor clustering', 'receptor localization to synapse', 'regulation of postsynaptic neurotransmitter receptor internalization', 'synaptic vesicle endocytosis', 'synaptic vesicle targeting', 'vesicle-mediated transport in synapse', 'wound healing']",['ionotropic glutamate receptor binding'],[]
